BME680_temperature_b,BME680_humidity_b,BME680_pressure_b,BME680_gas_b,BME680_temperature_f,BME680_humidity_f,BME680_pressure_f,BME680_gas_f,DHT21_temperature,DHT21_humidity,DHT22_temperature,DHT22_humidity,moisture_right,moisture_left,temperature_soil,temperature_water,light,level,door,timestamp
14.24,81.77,1006.17,82.34,13.09,85.32,1005.95,10.87,12.5,91.4,12.5,91.4,99.99,95,12.37,16.12,2,1,0,"""2023-05-12T21:15:00.000Z"""
14.19,81.88,1006.18,82.26,13.05,85.44,1005.95,10.79,12.5,91.6,12.5,91.6,99.99,94,12.44,16.12,2,1,0,"""2023-05-12T21:20:00.000Z"""
14.21,82.07,1006.21,80.67,13.08,85.63,1005.99,10.79,12.6,91.6,12.6,91.6,99.99,95,12.37,16.12,2,1,0,"""2023-05-12T21:25:01.000Z"""
14.2,82.45,1006.2,78.39,13.11,85.58,1006,10.78,12.6,91.7,12.6,91.7,99.99,95,12.37,16.06,2,1,0,"""2023-05-12T21:30:01.000Z"""
14.23,82.25,1006.21,80.05,13.1,85.6,1005.98,10.73,12.5,91.7,12.5,91.7,99.99,95,12.31,16.06,2,1,0,"""2023-05-12T21:35:02.000Z"""
14.22,82.08,1006.23,79.51,13.11,85.63,1006.02,10.72,12.5,91.8,12.5,91.8,99.99,95,12.25,16.06,2,1,0,"""2023-05-12T21:40:02.000Z"""
14.19,81.94,1006.21,80.13,13.11,85.69,1006.02,10.69,12.6,91.9,12.6,91.9,99.99,96,12.31,16,2,1,0,"""2023-05-12T21:45:02.000Z"""
14.18,82.09,1006.23,79.9,13.06,85.74,1006.01,10.66,12.5,91.8,12.5,91.8,99.99,95,12.25,16.06,2,1,0,"""2023-05-12T21:50:03.000Z"""
14.13,82.53,1006.23,78.69,13.02,85.88,1006.02,10.63,12.5,91.8,12.5,91.8,99.99,96,12.25,16,2,1,0,"""2023-05-12T21:55:04.000Z"""
14.04,82.32,1006.27,82.18,12.92,85.92,1006.06,10.63,12.4,91.7,12.4,91.7,99.99,96,12.25,16,0,1,0,"""2023-05-12T22:00:04.000Z"""
13.98,82.92,1006.32,80.59,12.88,86.02,1006.09,10.62,12.4,91.8,12.4,91.8,99.99,96,12.19,16,0,1,0,"""2023-05-12T22:05:04.000Z"""
13.96,83.38,1006.29,78.25,12.83,86.1,1006.09,10.6,12.4,92.1,12.4,92.1,99.99,95,12.19,15.94,0,1,0,"""2023-05-12T22:10:05.000Z"""
13.92,84.18,1006.31,74.48,12.78,86.35,1006.12,10.59,12.4,92.3,12.4,92.3,99.99,96,12.19,15.94,0,1,0,"""2023-05-12T22:15:05.000Z"""
13.85,84.75,1006.28,68.77,12.8,86.63,1006.12,10.54,12.4,92.7,12.4,92.7,99.99,96,12.19,15.94,0,1,0,"""2023-05-12T22:20:05.000Z"""
13.83,84.46,1006.24,69.69,12.76,86.87,1006.09,10.48,12.3,92.7,12.3,92.7,99.99,95,12.13,15.94,0,1,0,"""2023-05-12T22:25:06.000Z"""
13.8,85.94,1006.25,62.96,12.76,87.05,1006.08,10.47,12.4,92.9,12.4,92.9,99.99,96,12.13,15.94,0,1,0,"""2023-05-12T22:30:06.000Z"""
13.86,84.78,1006.27,64.46,12.71,87.15,1006.09,10.41,12.3,93,12.3,93,99.99,97,12.13,15.88,0,1,0,"""2023-05-12T22:35:06.000Z"""
13.76,84.91,1006.27,66.15,12.63,87.18,1006.1,10.36,12.3,93,12.3,93,99.99,96,12.13,15.88,0,1,0,"""2023-05-12T22:40:06.000Z"""
13.76,85.52,1006.27,63.34,12.7,87.24,1006.1,10.32,12.3,93.2,12.3,93.2,99.99,96,12.06,15.88,0,1,0,"""2023-05-12T22:45:07.000Z"""
13.76,85.14,1006.28,63.44,12.66,87.37,1006.12,10.26,12.3,93.1,12.3,93.1,99.99,96,12.13,15.88,0,1,0,"""2023-05-12T22:50:07.000Z"""
13.82,84.81,1006.29,64.32,12.64,87.44,1006.15,10.24,12.3,93.2,12.3,93.2,99.99,96,12.13,15.81,0,1,0,"""2023-05-12T22:55:10.000Z"""
13.85,84.73,1006.31,63.92,12.67,87.6,1006.16,10.16,12.3,93.3,12.3,93.3,99.99,96,12.06,15.81,0,1,0,"""2023-05-12T23:00:10.000Z"""
13.82,84.54,1006.27,65.22,12.65,87.61,1006.13,10.13,12.3,93.2,12.3,93.2,99.99,97,12,15.81,0,1,0,"""2023-05-12T23:05:10.000Z"""
13.87,84.41,1006.28,65.37,12.67,87.62,1006.15,10.09,12.3,93.2,12.3,93.2,99.99,97,12,15.75,0,1,0,"""2023-05-12T23:10:10.000Z"""
13.87,84.39,1006.26,64.66,12.69,87.56,1006.13,10.06,12.3,93.3,12.3,93.3,99.99,96,12,15.75,0,1,0,"""2023-05-12T23:15:11.000Z"""
13.92,84.52,1006.25,63.48,12.69,87.62,1006.12,10.01,12.3,93.3,12.3,93.3,99.99,96,12,15.81,0,1,0,"""2023-05-12T23:20:11.000Z"""
13.93,83.8,1006.22,65.63,12.69,87.67,1006.09,9.94,12.3,93.2,12.3,93.2,99.99,97,11.94,15.75,0,1,0,"""2023-05-12T23:25:11.000Z"""
13.93,84.29,1006.22,64.81,12.68,87.68,1006.08,9.91,12.3,93.5,12.3,93.5,99.99,98,12,15.75,0,1,0,"""2023-05-12T23:30:11.000Z"""
13.95,83.73,1006.2,66.84,12.66,87.65,1006.07,9.84,12.3,93.4,12.3,93.4,99.99,98,11.94,15.75,0,1,0,"""2023-05-12T23:35:12.000Z"""
13.93,83.48,1006.2,68.37,12.63,87.7,1006.06,9.82,12.3,93.3,12.3,93.3,99.99,98,11.94,15.75,0,1,0,"""2023-05-12T23:40:12.000Z"""
13.9,83.75,1006.18,67.98,12.63,87.73,1006.06,9.8,12.3,93.3,12.3,93.3,99.99,98,11.88,15.69,0,1,0,"""2023-05-12T23:45:13.000Z"""
13.96,83.65,1006.19,67.49,12.61,87.82,1006.05,9.77,12.3,93.3,12.3,93.3,99,99,11.88,15.75,0,1,0,"""2023-05-12T23:50:15.000Z"""
13.98,83.65,1006.19,67.22,12.62,87.89,1006.04,9.76,12.3,93.4,12.3,93.4,99.99,97,11.88,15.75,0,1,0,"""2023-05-12T23:55:16.000Z"""
13.98,83.63,1006.12,66.41,12.67,87.85,1006,9.72,12.3,93.5,12.3,93.5,99.99,97,11.88,15.63,0,1,0,"""2023-05-13T00:00:17.000Z"""
13.97,83.82,1006.1,65.94,12.63,87.86,1005.96,9.68,12.3,93.5,12.3,93.5,99.99,98,11.88,15.69,0,1,0,"""2023-05-13T00:05:17.000Z"""
14,83.57,1006.11,65.22,12.65,87.96,1005.98,9.62,12.3,93.6,12.3,93.6,99.99,98,11.81,15.69,0,1,0,"""2023-05-13T00:10:20.000Z"""
14.05,83.41,1006.12,65.73,12.65,87.93,1005.98,9.62,12.3,93.6,12.3,93.6,99.99,99,11.88,15.63,0,1,0,"""2023-05-13T00:15:20.000Z"""
13.98,83.91,1006.1,66.15,12.64,88,1005.97,9.59,12.3,93.5,12.3,93.5,99.99,99,11.81,15.63,0,1,0,"""2023-05-13T00:20:20.000Z"""
13.97,83.62,1006.07,65.63,12.65,88.03,1005.96,9.54,12.3,93.6,12.3,93.6,99.99,98,11.81,15.69,0,1,0,"""2023-05-13T00:25:20.000Z"""
14.02,83.26,1006.08,66.89,12.65,88.02,1005.97,9.51,12.3,93.7,12.3,93.7,99.99,99,11.81,15.63,0,1,0,"""2023-05-13T00:30:20.000Z"""
13.95,83.99,1006.11,64.51,12.65,88.07,1005.99,9.48,12.3,93.7,12.3,93.7,99.99,99,11.75,15.63,0,1,0,"""2023-05-13T00:35:20.000Z"""
14.02,83.84,1006.13,64.51,12.65,88.07,1006,9.45,12.3,93.7,12.3,93.7,99.99,99,11.75,15.63,0,1,0,"""2023-05-13T00:40:20.000Z"""
14.01,83.41,1006.14,65.94,12.66,88.1,1006.03,9.39,12.3,93.7,12.3,93.7,99.99,99,11.75,15.56,0,1,0,"""2023-05-13T00:45:20.000Z"""
14,83.3,1006.12,66.63,12.65,88.02,1006.01,9.37,12.3,93.7,12.3,93.7,99.99,99,11.69,15.56,0,1,0,"""2023-05-13T00:50:20.000Z"""
14.04,83.06,1006.11,66.89,12.65,88.12,1005.99,9.33,12.3,93.8,12.3,93.8,99.99,99,11.69,15.56,0,1,0,"""2023-05-13T00:55:20.000Z"""
13.99,83.3,1006.13,66.47,12.65,88.17,1006.02,9.31,12.3,93.8,12.3,93.8,99.99,99,11.63,15.56,0,1,0,"""2023-05-13T01:00:21.000Z"""
13.98,83.48,1006.17,66.73,12.65,88.04,1006.07,9.3,12.3,93.7,12.3,93.7,99.99,99.99,11.69,15.56,0,1,0,"""2023-05-13T01:05:21.000Z"""
13.94,83.66,1006.21,66.57,12.61,88.14,1006.08,9.29,12.3,93.8,12.3,93.8,99.99,99.99,11.75,15.56,0,1,0,"""2023-05-13T01:10:22.000Z"""
13.99,83.86,1006.23,65.12,12.61,88.12,1006.11,9.22,12.3,93.6,12.3,93.6,99.99,99.99,11.69,15.56,0,1,0,"""2023-05-13T01:15:22.000Z"""
14.01,83.49,1006.25,66.89,12.6,88.13,1006.12,9.2,12.3,93.7,12.3,93.7,99.99,99.99,11.63,15.5,0,1,0,"""2023-05-13T01:20:22.000Z"""
13.95,83.71,1006.26,66.05,12.62,87.99,1006.13,9.2,12.3,93.8,12.3,93.8,99.99,99.99,11.56,15.5,0,1,0,"""2023-05-13T01:25:24.000Z"""
13.96,83.6,1006.26,66.36,12.6,88.16,1006.14,9.2,12.3,93.8,12.3,93.8,99.99,99.99,11.56,15.44,0,1,0,"""2023-05-13T01:30:25.000Z"""
13.93,83.79,1006.26,66.26,12.6,88.25,1006.15,9.17,12.2,93.9,12.2,93.9,99.99,99.99,11.63,15.5,0,1,0,"""2023-05-13T01:35:25.000Z"""
13.9,83.67,1006.28,66.63,12.62,88.19,1006.17,9.11,12.3,93.7,12.3,93.7,99.99,99.99,11.56,15.5,0,1,0,"""2023-05-13T01:40:26.000Z"""
13.89,84.04,1006.24,66.26,12.59,88.16,1006.14,9.1,12.3,93.5,12.3,93.5,99.99,99,11.63,15.5,0,1,0,"""2023-05-13T01:45:26.000Z"""
13.88,83.91,1006.21,65.94,12.62,88.21,1006.08,9.09,12.3,93.6,12.3,93.6,99.99,99,11.63,15.44,0,1,0,"""2023-05-13T01:50:26.000Z"""
13.9,83.9,1006.17,65.48,12.6,88.14,1006.06,9.09,12.3,93.6,12.3,93.6,99.99,99,11.56,15.44,0,1,0,"""2023-05-13T01:55:27.000Z"""
13.99,83.75,1006.17,65.89,12.57,88.18,1006.05,9.05,12.2,93.5,12.2,93.5,99.99,99.99,11.56,15.44,0,1,0,"""2023-05-13T02:00:27.000Z"""
13.95,83.62,1006.14,66.05,12.59,88.35,1006.05,9.02,12.3,93.7,12.3,93.7,99.99,99.99,11.56,15.44,0,1,0,"""2023-05-13T02:05:27.000Z"""
13.89,83.88,1006.17,66.31,12.56,88.23,1006.05,9,12.3,93.7,12.3,93.7,99.99,99,11.5,15.38,0,1,0,"""2023-05-13T02:10:28.000Z"""
13.87,83.92,1006.12,66.63,12.56,88.22,1006.02,9,12.2,93.7,12.2,93.7,99.99,99.99,11.44,15.44,0,1,0,"""2023-05-13T02:15:28.000Z"""
13.87,83.94,1006.13,66.1,12.52,88.22,1006.03,8.99,12.2,93.7,12.2,93.7,99.99,99,11.44,15.38,0,1,0,"""2023-05-13T02:20:30.000Z"""
13.89,84.23,1006.16,66.1,12.52,88.21,1006.04,8.97,12.3,93.7,12.3,93.7,99.99,99.99,11.5,15.38,0,1,0,"""2023-05-13T02:25:30.000Z"""
13.89,83.85,1006.13,66.57,12.51,88.21,1006.03,8.94,12.2,93.6,12.2,93.6,99.99,99,11.5,15.38,0,1,0,"""2023-05-13T02:30:30.000Z"""
13.88,83.9,1006.12,67.38,12.48,88.21,1006.01,8.95,12.2,93.5,12.2,93.5,99.99,99.99,11.44,15.44,0,1,0,"""2023-05-13T02:35:30.000Z"""
13.88,83.62,1006.11,68.77,12.45,88.2,1006,8.92,12.2,93.5,12.2,93.5,99.99,99.99,11.5,15.38,0,1,0,"""2023-05-13T02:40:30.000Z"""
13.85,83.53,1006.15,69.28,12.47,88.15,1006.04,8.92,12.2,93.5,12.2,93.5,99.99,99.99,11.44,15.44,0,1,0,"""2023-05-13T02:45:31.000Z"""
13.84,83.97,1006.16,68.49,12.44,88.16,1006.05,8.92,12.2,93.5,12.2,93.5,99.99,99.99,11.38,15.38,0,1,0,"""2023-05-13T02:50:31.000Z"""
13.84,84.02,1006.15,68.09,12.42,88.19,1006.02,8.93,12.2,93.5,12.2,93.5,99.99,99.99,11.44,15.38,0,1,0,"""2023-05-13T02:55:31.000Z"""
13.84,83.53,1006.14,68.77,12.41,88.21,1006.02,8.88,12.2,93.5,12.2,93.5,99.99,99,11.38,15.38,1,1,0,"""2023-05-13T03:00:31.000Z"""
13.85,84.13,1006.16,67.43,12.42,88.21,1006.05,8.89,12.2,93.5,12.2,93.5,99.99,99.99,11.38,15.31,3,1,0,"""2023-05-13T03:05:31.000Z"""
13.86,83.68,1006.21,68.26,12.43,88.15,1006.09,8.88,12.1,93.5,12.1,93.5,99.99,99.99,11.38,15.31,6,1,0,"""2023-05-13T03:10:31.000Z"""
13.83,83.83,1006.2,68.37,12.4,88.25,1006.09,8.88,12.2,93.4,12.2,93.4,99.99,99.99,11.31,15.31,10,1,0,"""2023-05-13T03:15:32.000Z"""
13.86,83.59,1006.2,68.26,12.46,88.25,1006.1,8.83,12.2,93.6,12.2,93.6,99.99,99.99,11.31,15.31,15,1,0,"""2023-05-13T03:20:32.000Z"""
13.84,84.04,1006.23,67.27,12.48,88.19,1006.14,8.8,12.2,93.5,12.2,93.5,99.99,99.99,11.31,15.31,20,1,0,"""2023-05-13T03:25:33.000Z"""
13.92,83.34,1006.27,69.4,12.5,88.04,1006.17,8.81,12.2,93.4,12.2,93.4,99.99,99.99,11.31,15.25,24,1,0,"""2023-05-13T03:30:33.000Z"""
13.9,83.65,1006.32,69.57,12.5,88.05,1006.23,8.8,12.2,93.1,12.2,93.1,99.99,99.99,11.31,15.25,28,1,0,"""2023-05-13T03:35:33.000Z"""
13.92,83.58,1006.36,70.27,12.55,88.09,1006.26,8.8,12.3,93.3,12.3,93.3,99.99,99.99,11.31,15.25,33,1,0,"""2023-05-13T03:40:34.000Z"""
13.97,83.54,1006.41,69.75,12.62,88.09,1006.31,8.78,12.3,93,12.3,93,99.99,99.99,11.25,15.25,38,1,0,"""2023-05-13T03:45:34.000Z"""
14.07,83.36,1006.45,69.98,12.67,88,1006.34,8.75,12.4,92.9,12.4,92.9,99.99,99.99,11.25,15.25,39,1,0,"""2023-05-13T03:50:35.000Z"""
14.21,82.74,1006.49,70.87,12.72,87.94,1006.39,8.74,12.5,92.5,12.5,92.5,99.99,99.99,11.25,15.25,41,1,0,"""2023-05-13T03:55:35.000Z"""
14.24,83.05,1006.56,69.92,12.78,87.99,1006.45,8.71,12.6,92.5,12.6,92.5,99.99,99.99,11.25,15.25,46,1,0,"""2023-05-13T04:00:35.000Z"""
14.34,82.68,1006.59,70.21,12.87,87.7,1006.47,8.69,12.7,92.3,12.7,92.3,99.99,99.99,11.25,15.25,48,1,0,"""2023-05-13T04:05:36.000Z"""
14.39,82.57,1006.63,70.75,12.9,87.59,1006.52,8.64,12.7,92.1,12.7,92.1,99.99,99.99,11.25,15.25,46,1,0,"""2023-05-13T04:10:36.000Z"""
14.37,82.45,1006.66,71.36,12.93,87.52,1006.55,8.61,12.7,92,12.7,92,99.99,99.99,11.25,15.25,44,1,0,"""2023-05-13T04:15:37.000Z"""
14.41,82.34,1006.73,72.41,12.95,87.56,1006.62,8.59,12.8,92,12.8,92,99.99,99.99,11.25,15.25,48,1,0,"""2023-05-13T04:20:37.000Z"""
14.53,82.32,1006.74,71.48,13.04,87.59,1006.61,8.56,12.8,91.9,12.8,91.9,99.99,99.99,11.19,15.25,54,1,0,"""2023-05-13T04:25:40.000Z"""
14.72,81.72,1006.78,72.6,13.19,87.26,1006.63,8.51,13,91.6,13,91.6,99.99,99.99,11.12,15.25,57,1,0,"""2023-05-13T04:30:40.000Z"""
14.71,81.67,1006.85,73.56,13.25,86.96,1006.71,8.46,13,91.3,13,91.3,99.99,99.99,11.19,15.25,55,1,0,"""2023-05-13T04:35:40.000Z"""
14.66,81.85,1006.86,74.94,13.24,86.88,1006.71,8.42,13,91.2,13,91.2,99.99,99.99,11.19,15.25,54,1,0,"""2023-05-13T04:40:40.000Z"""
14.77,81.76,1006.87,73.62,13.34,86.79,1006.72,8.39,13.2,91.2,13.2,91.2,99.99,99.99,11.19,15.25,56,1,0,"""2023-05-13T04:45:40.000Z"""
14.9,81.26,1006.88,74.48,13.4,86.61,1006.75,8.32,13.2,90.9,13.2,90.9,99.99,99.99,11.19,15.25,60,1,0,"""2023-05-13T04:50:40.000Z"""
15.03,80.84,1006.87,75.49,13.54,86.37,1006.76,8.29,13.3,90.4,13.3,90.4,99.99,99.99,11.12,15.25,62,1,0,"""2023-05-13T04:55:40.000Z"""
15.09,80.54,1006.9,76.81,13.65,85.95,1006.78,8.22,13.4,90.2,13.4,90.2,99.99,99.99,11.19,15.25,61,1,0,"""2023-05-13T05:00:41.000Z"""
15.11,80.57,1006.92,77.23,13.72,85.84,1006.76,8.21,13.5,90,13.5,90,99.99,99.99,11.12,15.25,63,1,0,"""2023-05-13T05:05:41.000Z"""
15.17,80.21,1006.93,78.32,13.73,85.54,1006.78,8.16,13.6,89.8,13.6,89.8,99.99,99.99,11.12,15.25,62,1,0,"""2023-05-13T05:10:41.000Z"""
15.2,79.96,1006.98,79.97,13.75,85.51,1006.83,8.19,13.6,89.4,13.6,89.4,99.99,99.99,11.12,15.25,64,1,0,"""2023-05-13T05:15:41.000Z"""
15.37,79.59,1007.01,80.2,13.98,85.1,1006.86,8.14,13.7,89.3,13.7,89.3,99.99,99.99,11.19,15.25,66,1,0,"""2023-05-13T05:20:41.000Z"""
15.64,78.91,1007.02,82.18,14.26,84.28,1006.88,8.11,13.9,88.6,13.9,88.6,99.99,99.99,11.12,15.31,69,1,0,"""2023-05-13T05:25:41.000Z"""
15.95,78.01,1007.02,84.25,14.45,83.45,1006.92,8.13,14.2,87.9,14.2,87.9,99.99,99.99,11.19,15.31,70,1,0,"""2023-05-13T05:30:41.000Z"""
16.07,77.52,1007.05,86.79,14.67,83.01,1006.94,8.14,14.4,87.7,14.4,87.7,99.99,99.99,11.12,15.31,70,1,0,"""2023-05-13T05:35:42.000Z"""
16.15,77.33,1007.09,86.26,14.83,82.73,1006.96,8.13,14.5,87.3,14.5,87.3,99.99,99.99,11.06,15.31,69,1,0,"""2023-05-13T05:40:42.000Z"""
16.26,77.21,1007.12,85.99,14.96,82.33,1006.98,8.12,14.7,87,14.7,87,99.99,99,11.12,15.38,70,1,0,"""2023-05-13T05:45:42.000Z"""
16.55,76.57,1007.08,85.9,15.15,82.21,1007.01,8.1,14.9,86.8,14.9,86.8,99.99,99.99,11.12,15.38,72,1,0,"""2023-05-13T05:50:43.000Z"""
16.66,76.23,1007.1,88.26,15.33,81.5,1007,8.07,15,86.4,15,86.4,99.99,99.99,11.12,15.38,72,1,0,"""2023-05-13T05:55:43.000Z"""
16.76,75.74,1007.19,88.83,15.47,81.47,1007.06,8.11,15.1,86.2,15.1,86.2,99.99,99.99,11.12,15.44,71,1,0,"""2023-05-13T06:00:43.000Z"""
16.77,75.68,1007.26,89.02,15.33,81.55,1007.12,8.07,15.1,86.1,15.1,86.1,99.99,99.99,11.12,15.44,67,1,0,"""2023-05-13T06:05:44.000Z"""
16.53,76.43,1007.32,87.16,15.22,81.6,1007.19,8.07,14.8,86.4,14.8,86.4,99.99,99.99,11.12,15.44,68,1,0,"""2023-05-13T06:10:44.000Z"""
16.44,77.02,1007.34,86.43,15.26,81.48,1007.21,8.03,14.9,86.5,14.9,86.5,99.99,99.99,11.12,15.44,68,1,0,"""2023-05-13T06:15:44.000Z"""
16.6,76.07,1007.33,86.7,15.05,81.9,1007.17,8.03,14.8,86.4,14.8,86.4,99.99,99.99,11.12,15.5,68,1,0,"""2023-05-13T06:20:45.000Z"""
16.46,75.99,1007.29,90.27,15.08,81.67,1007.15,8.01,14.8,86.3,14.8,86.3,99.99,99.99,11.12,15.44,68,1,0,"""2023-05-13T06:25:45.000Z"""
16.36,76.08,1007.27,91.16,15.01,81.63,1007.14,8.03,14.8,86.4,14.8,86.4,99.99,99.99,11.12,15.44,67,1,0,"""2023-05-13T06:30:45.000Z"""
16.56,76.07,1007.33,87.89,15.22,81.5,1007.21,8.03,14.9,86.3,14.9,86.3,99.99,99.99,11.12,15.5,72,1,0,"""2023-05-13T06:35:46.000Z"""
16.68,76.01,1007.33,88.26,15.42,80.98,1007.19,8.07,15.1,85.8,15.1,85.8,99.99,99.99,11.06,15.5,70,1,0,"""2023-05-13T06:40:46.000Z"""
16.71,75.79,1007.32,89.02,15.37,81.22,1007.18,8.07,14.9,85.9,14.9,85.9,99.99,99.99,11.12,15.5,67,1,0,"""2023-05-13T06:45:47.000Z"""
16.72,75.46,1007.36,90.56,15.28,81.2,1007.2,8.07,14.9,85.8,14.9,85.8,99.99,99.99,11.12,15.5,69,1,0,"""2023-05-13T06:50:47.000Z"""
16.53,75.86,1007.39,92.06,15.25,80.98,1007.24,8.12,14.8,86.4,14.8,86.4,99.99,99.99,11.12,15.56,66,1,0,"""2023-05-13T06:55:50.000Z"""
16.46,76.08,1007.37,89.49,15.19,81.22,1007.22,8.1,14.8,86.6,14.8,86.6,99.99,99.99,11.12,15.56,66,1,0,"""2023-05-13T07:00:50.000Z"""
16.56,75.98,1007.41,89.3,15.28,81.03,1007.25,8.13,14.8,86.1,14.8,86.1,99.99,99.99,11.12,15.5,70,1,0,"""2023-05-13T07:05:50.000Z"""
16.36,76.39,1007.45,88.08,15.14,81.24,1007.29,8.12,14.7,86.8,14.7,86.8,99.99,99.99,11.12,15.5,63,1,0,"""2023-05-13T07:10:50.000Z"""
16.44,76.32,1007.5,86.97,15.22,81.53,1007.39,8.12,14.8,86.8,14.8,86.8,99.99,99.99,11.19,15.5,72,1,0,"""2023-05-13T07:15:51.000Z"""
16.83,75.49,1007.56,86.89,15.46,80.8,1007.41,8.15,15,85.8,15,85.8,99.99,99.99,11.19,15.56,72,1,0,"""2023-05-13T07:20:51.000Z"""
17.11,75.09,1007.58,85.81,15.67,80.76,1007.45,8.15,15.3,85.4,15.3,85.4,99.99,99.99,11.19,15.56,73,1,0,"""2023-05-13T07:25:51.000Z"""
17.35,74.29,1007.63,86.7,15.88,79.84,1007.48,8.21,15.6,84.2,15.6,84.2,99.99,99.99,11.19,15.56,72,1,0,"""2023-05-13T07:30:51.000Z"""
17.77,72.67,1007.69,92.57,16.23,78.79,1007.54,8.27,16,83.1,16,83.1,99.99,99.99,11.19,15.63,78,1,0,"""2023-05-13T07:35:51.000Z"""
18.22,71.34,1007.73,94.03,16.48,78.22,1007.59,8.35,16.3,81.6,16.3,81.6,99.99,99.99,11.19,15.63,75,1,0,"""2023-05-13T07:40:52.000Z"""
18.79,69.83,1007.76,96.01,17.07,76.45,1007.73,8.46,16.8,80.5,16.8,80.5,99.99,99.99,11.19,15.69,82,1,0,"""2023-05-13T07:45:52.000Z"""
19.84,67.63,1007.8,96.85,18.01,74.03,1007.78,8.62,17.9,76.9,17.9,76.9,99.99,99.99,11.12,15.69,82,1,0,"""2023-05-13T07:50:52.000Z"""
20.33,66.36,1007.83,97.42,18.42,73.43,1007.78,8.69,18.5,75.4,18.5,75.4,99.99,99.99,11.12,15.75,80,1,0,"""2023-05-13T07:55:53.000Z"""
20.55,65.52,1007.82,100.83,18.75,72.62,1007.86,8.8,18.8,74.3,18.8,74.3,99.99,99,11.25,15.81,83,1,0,"""2023-05-13T08:00:53.000Z"""
21.39,62.81,1007.86,107.11,19.49,70.17,1007.91,9.01,19.6,71.7,19.6,71.7,99.99,99.99,11.19,15.88,84,1,0,"""2023-05-13T08:05:54.000Z"""
21.7,62.68,1007.87,109.21,19.71,69.87,1007.87,9.11,20,69.5,20,69.5,99.99,99,11.19,15.88,82,1,0,"""2023-05-13T08:10:54.000Z"""
21.47,63.39,1007.86,104.89,19.73,70.66,1007.86,9.13,20,70.2,20,70.2,99.99,99.99,11.25,15.94,81,1,0,"""2023-05-13T08:15:55.000Z"""
21.94,62.2,1007.91,102.06,20.06,69.63,1007.86,9.16,20.3,70,20.3,70,99.99,99,11.25,16,82,1,0,"""2023-05-13T08:20:55.000Z"""
22.05,61.48,1007.92,110.22,20.28,68.49,1007.91,9.19,20.5,69.1,20.5,69.1,99.99,99,11.25,16.06,83,1,0,"""2023-05-13T08:25:55.000Z"""
22.84,60.57,1007.89,104.75,20.56,68.09,1007.91,9.25,20.9,67.5,20.9,67.5,99.99,99.99,11.31,16.12,84,1,0,"""2023-05-13T08:30:56.000Z"""
23.29,58.87,1007.9,111.85,21.38,66.21,1007.98,9.48,21.7,65,21.7,65,99.99,99,11.31,16.12,85,1,0,"""2023-05-13T08:35:56.000Z"""
23.99,57.25,1007.9,113.44,22.01,64.62,1008.01,9.58,22.3,63.6,22.3,63.6,99.99,99.99,11.31,16.25,86,1,0,"""2023-05-13T08:40:57.000Z"""
24.79,56.23,1007.87,109.07,22.88,63.42,1008.08,9.68,23,62,23,62,99.99,99.99,11.38,16.31,86,1,0,"""2023-05-13T08:45:57.000Z"""
25.7,54.06,1007.87,112.53,23.57,61.53,1008.06,9.88,23.9,59.5,23.9,59.5,99.99,99.99,11.38,16.37,86,1,0,"""2023-05-13T08:50:57.000Z"""
26.83,52.53,1007.89,103.39,24.89,58.93,1008.06,10.09,24.7,58.2,24.7,58.2,99.99,99.99,11.38,16.5,87,1,0,"""2023-05-13T08:55:58.000Z"""
27.2,51.86,1007.85,104.36,24.77,59.23,1008.06,10.18,25.1,57,25.1,57,99.99,99.99,11.38,16.56,87,1,0,"""2023-05-13T09:01:00.000Z"""
26.57,52.4,1007.85,105.55,24.6,59.91,1007.94,10.28,25.1,56.5,25.1,56.5,99.99,99.99,11.44,16.75,85,1,0,"""2023-05-13T09:06:00.000Z"""
27.43,50.91,1007.83,103.78,25.02,58.85,1008.04,10.4,25.4,55.5,25.4,55.5,99.99,99.99,11.5,16.81,87,1,0,"""2023-05-13T09:11:00.000Z"""
27.66,50.12,1007.81,101.94,25.84,56.74,1008,10.61,25.9,55.2,25.9,55.2,99.99,99,11.5,16.94,86,1,0,"""2023-05-13T09:16:00.000Z"""
26.37,52.6,1007.78,109.93,24.32,59.69,1007.72,10.52,25.2,55.9,25.2,55.9,99.99,99.99,11.56,17,82,1,0,"""2023-05-13T09:21:00.000Z"""
25.19,55.18,1007.72,98.45,23.33,62.36,1007.66,10.29,23.7,60,23.7,60,99.99,99.99,11.56,17.06,78,1,0,"""2023-05-13T09:26:00.000Z"""
23.49,59.04,1007.76,98.45,21.96,65.17,1007.57,10.08,22.3,63.3,22.3,63.3,99.99,99.99,11.69,17.12,75,1,0,"""2023-05-13T09:31:00.000Z"""
22.48,61.56,1007.8,95.14,20.95,66.94,1007.52,9.76,21.1,67.6,21.1,67.6,99.99,99.99,11.63,17.12,72,1,0,"""2023-05-13T09:36:00.000Z"""
21.68,63.15,1007.81,93.51,20.06,68.45,1007.51,9.47,20.1,69.9,20.1,69.9,99.99,99.99,11.69,17.12,69,1,0,"""2023-05-13T09:41:00.000Z"""
20.94,64.89,1007.76,94.55,19.7,69.35,1007.5,9.31,19.4,71.7,19.4,71.7,99.99,99.99,11.75,17.12,74,1,0,"""2023-05-13T09:46:00.000Z"""
